Pedestrian_Involved,Accident Severity,Time of Day,Day of Week,Weather Conditions,Lighting Conditions,Road Type,Road Condition,Traffic Control Presence,Speed Limit (km/h),Number of Vehicles Involved
0,Minor,0:10,Friday,Clear,Dawn,Village Road,Wet,Signs,105,3
0,Minor,15:21,Friday,Snowy,Dawn,State Highway,Wet,None,119,4
0,Minor,11:14,Monday,Rainy,Dark,State Highway,Dry,Signals,36,3
0,Minor,8:38,Sunday,Clear,Dawn,State Highway,Wet,Signals,70,1
0,Minor,10:03,Wednesday,Stormy,Daylight,Urban Road,Dry,Signs,115,3
0,Minor,11:21,Tuesday,Stormy,Dark,Village Road,Wet,None,33,4
0,Minor,9:33,Monday,Rainy,Daylight,State Highway,Dry,None,76,2
0,Minor,20:03,Wednesday,Snowy,Dusk,State Highway,Dry,Signs,112,2
0,Minor,6:18,Thursday,Stormy,Dawn,National Highway,Dry,Unknown,25,5
0,Minor,21:37,Friday,Stormy,Dusk,State Highway,Icy,Unknown,76,4
0,Minor,15:41,Saturday,Snowy,Daylight,Village Road,Dry,None,23,5
1,Minor,13:25,Tuesday,Clear,Dusk,National Highway,Dry,Unknown,30,5
0,Minor,20:55,Saturday,Stormy,Dusk,National Highway,Wet,Unknown,93,1
0,Minor,20:32,Friday,Foggy,Daylight,National Highway,Dry,Unknown,111,4
0,Minor,11:47,Sunday,Hazy,Daylight,Urban Road,Dry,None,30,2
0,Minor,20:51,Sunday,Hazy,Dawn,National Highway,Under Construction,Unknown,118,4
0,Minor,3:49,Saturday,Stormy,Dusk,State Highway,Icy,Signals,98,1
0,Minor,12:45,Thursday,Clear,Dark,Urban Road,Under Construction,None,27,4
0,Serious,1:44,Wednesday,Clear,Dark,Urban Road,Wet,Signs,103,4
0,Minor,8:42,Thursday,Rainy,Daylight,Urban Road,Icy,Unknown,78,5
0,Minor,12:24,Saturday,Foggy,Daylight,Urban Road,Icy,Guard,40,4
1,Minor,7:35,Thursday,Clear,Dusk,Urban Road,Under Construction,None,84,5
1,Minor,16:51,Friday,Snowy,Daylight,Urban Road,Icy,Signs,112,5
1,Minor,12:46,Tuesday,Foggy,Dark,Urban Road,Under Construction,Signals,43,3
1,Minor,10:24,Thursday,Hazy,Dawn,National Highway,Dry,Signs,49,1
0,Minor,9:48,Friday,Foggy,Dawn,Village Road,Under Construction,Unknown,118,5
0,Minor,6:47,Tuesday,Snowy,Dusk,State Highway,Icy,Guard,116,4
0,Minor,18:06,Sunday,Stormy,Dawn,State Highway,Icy,Unknown,103,5
0,Minor,3:10,Wednesday,Snowy,Daylight,National Highway,Wet,Signs,76,5
1,Serious,2:22,Saturday,Snowy,Daylight,National Highway,Wet,None,99,5
0,Minor,9:31,Sunday,Stormy,Daylight,Urban Road,Wet,Guard,92,2
1,Serious,15:01,Wednesday,Stormy,Daylight,Village Road,Wet,Guard,114,2
0,Minor,12:04,Sunday,Stormy,Dusk,Urban Road,Icy,Signs,36,2
1,Minor,14:51,Monday,Stormy,Dawn,National Highway,Wet,Unknown,78,2
0,Minor,8:43,Sunday,Stormy,Dark,Urban Road,Under Construction,Signs,50,3
0,Minor,11:39,Friday,Snowy,Dawn,State Highway,Dry,Guard,83,5
0,Minor,13:09,Tuesday,Rainy,Daylight,State Highway,Icy,Signs,67,3
0,Minor,14:47,Sunday,Rainy,Dark,Urban Road,Wet,Guard,42,4
0,Minor,21:00,Thursday,Clear,Dusk,Village Road,Icy,Unknown,89,1
0,Minor,22:29,Wednesday,Rainy,Daylight,Urban Road,Wet,None,49,3
1,Minor,3:35,Sunday,Hazy,Daylight,Urban Road,Icy,None,74,2
0,Minor,8:13,Tuesday,Rainy,Dark,Village Road,Wet,Signs,26,2
0,Minor,17:26,Friday,Snowy,Dusk,Village Road,Dry,Guard,94,4
0,Serious,13:59,Monday,Stormy,Dark,Village Road,Wet,None,117,5
1,Minor,23:33,Wednesday,Stormy,Dusk,State Highway,Under Construction,Guard,31,1
0,Minor,23:17,Saturday,Snowy,Daylight,Urban Road,Icy,Unknown,79,3
0,Minor,20:37,Tuesday,Hazy,Dawn,National Highway,Icy,Signs,71,5
0,Minor,17:00,Saturday,Rainy,Daylight,Village Road,Under Construction,Guard,46,5
0,Minor,20:47,Tuesday,Snowy,Dawn,Village Road,Under Construction,Signs,31,3
0,Minor,19:24,Tuesday,Clear,Dawn,Urban Road,Dry,Guard,32,3
0,Minor,10:55,Friday,Stormy,Dusk,National Highway,Icy,Guard,91,3
0,Fatal,3:28,Friday,Foggy,Dark,Urban Road,Dry,Unknown,99,3
1,Minor,10:36,Friday,Clear,Dusk,Urban Road,Icy,Signs,81,2
0,Minor,7:27,Sunday,Hazy,Daylight,Village Road,Icy,Signals,48,5
0,Minor,7:50,Thursday,Clear,Dark,Village Road,Dry,Guard,54,5
0,Minor,7:35,Tuesday,Snowy,Dawn,State Highway,Icy,Guard,79,2
1,Minor,5:53,Wednesday,Rainy,Dawn,National Highway,Icy,None,48,5
0,Minor,23:44,Saturday,Stormy,Daylight,National Highway,Dry,Signs,50,3
1,Serious,17:58,Friday,Hazy,Dark,Village Road,Wet,Signals,96,1
0,Minor,20:29,Sunday,Hazy,Daylight,Village Road,Dry,Unknown,95,5
0,Minor,16:01,Friday,Foggy,Daylight,Village Road,Icy,Signals,80,1
0,Minor,21:32,Saturday,Clear,Dusk,National Highway,Under Construction,Unknown,21,1
1,Minor,15:34,Saturday,Foggy,Daylight,State Highway,Wet,Signals,52,2
0,Fatal,4:08,Tuesday,Rainy,Dark,National Highway,Under Construction,Signals,91,4
1,Fatal,10:40,Friday,Rainy,Daylight,Village Road,Wet,Signs,81,5
1,Minor,21:31,Saturday,Foggy,Dark,Village Road,Under Construction,None,78,2
0,Minor,15:41,Thursday,Stormy,Dawn,State Highway,Wet,Signals,59,2
0,Minor,9:41,Thursday,Rainy,Daylight,Urban Road,Dry,Guard,68,1
0,Minor,4:16,Friday,Foggy,Dark,Urban Road,Wet,Guard,51,5
0,Minor,10:18,Sunday,Clear,Dawn,National Highway,Wet,Guard,57,2
1,Fatal,15:57,Saturday,Foggy,Dark,Urban Road,Wet,None,111,3
1,Minor,7:19,Tuesday,Foggy,Dawn,Urban Road,Icy,Signals,98,2
0,Minor,14:02,Tuesday,Snowy,Dusk,National Highway,Under Construction,Unknown,106,3
0,Minor,17:24,Sunday,Rainy,Daylight,Village Road,Dry,Unknown,107,4
1,Minor,16:52,Tuesday,Stormy,Daylight,Urban Road,Under Construction,Signs,32,3
0,Minor,7:49,Monday,Stormy,Dawn,Village Road,Under Construction,None,104,3
1,Minor,5:55,Friday,Snowy,Dusk,National Highway,Dry,Signals,73,1
0,Serious,4:40,Tuesday,Hazy,Dark,Village Road,Icy,Guard,95,2
0,Minor,22:59,Thursday,Stormy,Dusk,Village Road,Wet,None,32,4
0,Minor,17:58,Saturday,Foggy,Dark,National Highway,Icy,None,58,2
0,Minor,12:15,Wednesday,Snowy,Dark,Village Road,Icy,Signals,42,3
0,Minor,9:45,Sunday,Clear,Daylight,Urban Road,Wet,Signs,111,3
0,Minor,10:55,Wednesday,Rainy,Dawn,Urban Road,Under Construction,Signs,33,2
0,Minor,0:56,Tuesday,Rainy,Daylight,Urban Road,Wet,Signs,36,4
1,Minor,18:50,Wednesday,Rainy,Daylight,Urban Road,Dry,Guard,43,4
1,Minor,16:51,Wednesday,Foggy,Daylight,Village Road,Wet,Guard,77,1
0,Serious,22:23,Monday,Clear,Dark,Urban Road,Under Construction,Signals,82,3
0,Minor,20:16,Thursday,Snowy,Daylight,Village Road,Icy,Signs,53,3
0,Minor,3:05,Sunday,Snowy,Dark,State Highway,Icy,Signals,70,1
0,Minor,23:29,Thursday,Rainy,Dawn,Village Road,Wet,Signs,105,2
0,Minor,1:28,Monday,Clear,Dark,Urban Road,Dry,None,29,3
0,Serious,7:20,Monday,Clear,Dark,State Highway,Under Construction,Unknown,91,2
0,Minor,6:30,Wednesday,Clear,Dusk,National Highway,Icy,Unknown,40,4
0,Minor,15:25,Friday,Stormy,Daylight,Village Road,Wet,Signs,56,5
0,Minor,20:24,Saturday,Stormy,Daylight,Urban Road,Dry,Signals,26,1
0,Minor,4:05,Saturday,Rainy,Daylight,Urban Road,Dry,Guard,109,3
1,Minor,8:53,Wednesday,Clear,Daylight,Urban Road,Icy,Signs,32,1
0,Minor,12:31,Saturday,Hazy,Dusk,National Highway,Icy,Signs,99,4
0,Minor,1:42,Monday,Clear,Dusk,State Highway,Under Construction,Guard,49,4
0,Minor,15:16,Thursday,Snowy,Dusk,State Highway,Dry,Signs,50,4
0,Minor,11:16,Saturday,Snowy,Dusk,Urban Road,Under Construction,None,24,4
1,Minor,14:08,Sunday,Rainy,Daylight,Village Road,Dry,Guard,51,5
0,Minor,12:53,Wednesday,Hazy,Dark,Urban Road,Dry,None,35,2
1,Serious,5:19,Friday,Clear,Dawn,Urban Road,Wet,Unknown,92,2
0,Minor,8:09,Wednesday,Hazy,Dusk,Village Road,Icy,Guard,41,5
0,Serious,17:59,Tuesday,Rainy,Dark,Urban Road,Dry,Guard,83,2
1,Minor,1:21,Wednesday,Snowy,Dusk,National Highway,Under Construction,Signals,63,4
0,Minor,9:28,Monday,Snowy,Daylight,Urban Road,Icy,Signals,59,2
0,Minor,10:20,Thursday,Stormy,Daylight,National Highway,Under Construction,Guard,56,1
0,Fatal,18:42,Thursday,Rainy,Dark,Urban Road,Icy,Unknown,97,2
0,Minor,16:04,Sunday,Rainy,Dark,State Highway,Icy,Signs,35,1
1,Minor,2:27,Saturday,Clear,Dark,Village Road,Dry,Signals,62,3
0,Minor,8:55,Monday,Clear,Daylight,State Highway,Wet,Unknown,103,1
0,Minor,12:07,Tuesday,Stormy,Daylight,Urban Road,Dry,Unknown,82,1
0,Minor,20:25,Monday,Foggy,Dawn,Urban Road,Icy,Signals,34,4
0,Minor,15:06,Wednesday,Hazy,Dark,National Highway,Dry,Signs,63,4
0,Minor,12:04,Monday,Foggy,Dawn,Urban Road,Dry,Signals,109,4
0,Minor,9:47,Monday,Foggy,Dusk,Urban Road,Icy,Unknown,28,1
0,Minor,4:09,Sunday,Rainy,Dawn,Urban Road,Icy,None,84,5
1,Minor,17:14,Tuesday,Hazy,Dusk,State Highway,Dry,Signals,118,4
0,Minor,0:03,Wednesday,Rainy,Dusk,National Highway,Dry,Unknown,63,4
0,Minor,18:26,Friday,Hazy,Dawn,State Highway,Dry,Signals,39,1
1,Serious,5:42,Sunday,Snowy,Dark,National Highway,Under Construction,Unknown,89,3
0,Minor,22:08,Friday,Rainy,Dusk,State Highway,Dry,Signs,93,3
0,Minor,21:06,Sunday,Rainy,Dark,Urban Road,Under Construction,Unknown,52,2
0,Minor,9:35,Thursday,Rainy,Daylight,State Highway,Wet,Guard,99,3
0,Minor,18:18,Sunday,Stormy,Dusk,State Highway,Under Construction,None,119,4
0,Minor,18:28,Saturday,Rainy,Daylight,National Highway,Dry,Unknown,25,5
1,Serious,19:18,Monday,Clear,Dawn,National Highway,Wet,Signals,102,2
0,Minor,21:24,Thursday,Clear,Dark,State Highway,Under Construction,Signals,50,5
0,Minor,6:36,Tuesday,Hazy,Dawn,National Highway,Under Construction,Unknown,85,5
1,Minor,18:14,Friday,Snowy,Dusk,National Highway,Icy,Guard,37,4
0,Minor,6:17,Sunday,Stormy,Daylight,National Highway,Wet,Unknown,47,1
0,Minor,11:29,Monday,Hazy,Dusk,Village Road,Icy,Signs,87,1
0,Minor,10:02,Tuesday,Clear,Dawn,National Highway,Wet,Guard,84,1
1,Serious,2:22,Saturday,Stormy,Dark,Village Road,Under Construction,Unknown,99,3
0,Minor,4:37,Tuesday,Stormy,Dark,Village Road,Icy,None,64,1
0,Minor,23:09,Monday,Snowy,Dusk,National Highway,Dry,Guard,77,4
0,Minor,20:35,Saturday,Stormy,Dusk,State Highway,Under Construction,Unknown,66,3
0,Minor,23:20,Tuesday,Rainy,Daylight,National Highway,Wet,None,85,1
0,Minor,23:39,Saturday,Stormy,Dawn,Urban Road,Wet,Unknown,71,5
0,Minor,19:13,Sunday,Snowy,Dusk,State Highway,Icy,Signs,55,4
1,Minor,8:11,Sunday,Hazy,Daylight,Village Road,Icy,Signals,20,4
0,Minor,23:51,Monday,Snowy,Dusk,Village Road,Wet,Unknown,58,2
0,Serious,21:15,Monday,Snowy,Dark,State Highway,Under Construction,Guard,106,4
1,Minor,0:07,Saturday,Clear,Daylight,State Highway,Icy,Unknown,109,5
1,Minor,18:55,Wednesday,Rainy,Daylight,National Highway,Dry,Unknown,94,4
0,Minor,4:17,Thursday,Clear,Dusk,Village Road,Wet,Unknown,20,2
0,Minor,18:00,Tuesday,Hazy,Dawn,Urban Road,Dry,Unknown,94,4
0,Serious,17:28,Tuesday,Foggy,Dark,National Highway,Wet,Guard,107,4
1,Minor,13:37,Wednesday,Hazy,Dawn,State Highway,Dry,Guard,93,2
1,Minor,23:20,Wednesday,Rainy,Daylight,Village Road,Under Construction,Unknown,33,4
0,Minor,11:43,Wednesday,Stormy,Dawn,State Highway,Wet,Signals,97,3
1,Minor,13:44,Friday,Snowy,Daylight,State Highway,Under Construction,Unknown,90,4
0,Minor,22:42,Friday,Foggy,Dawn,State Highway,Icy,Guard,42,1
0,Minor,15:28,Saturday,Rainy,Dusk,National Highway,Wet,Signs,62,1
0,Minor,8:17,Friday,Clear,Dawn,Urban Road,Under Construction,Unknown,41,3
1,Minor,7:51,Sunday,Snowy,Daylight,Urban Road,Dry,Unknown,79,4
0,Serious,10:27,Sunday,Hazy,Dark,Village Road,Under Construction,Unknown,119,5
1,Serious,12:36,Monday,Clear,Dark,State Highway,Wet,Unknown,46,4
1,Minor,20:18,Saturday,Rainy,Dark,Urban Road,Under Construction,None,75,1
1,Minor,22:11,Tuesday,Rainy,Daylight,State Highway,Dry,Unknown,21,2
0,Minor,23:44,Thursday,Hazy,Dawn,Village Road,Dry,Guard,58,3
0,Minor,7:52,Monday,Foggy,Dark,State Highway,Dry,Guard,70,2
0,Minor,23:30,Tuesday,Hazy,Dark,Urban Road,Icy,None,38,5
0,Serious,5:04,Tuesday,Stormy,Dark,State Highway,Wet,Unknown,81,4
0,Minor,14:57,Saturday,Clear,Dusk,Urban Road,Dry,Signals,90,5
1,Minor,12:42,Wednesday,Foggy,Daylight,Village Road,Icy,Unknown,95,2
0,Minor,16:29,Wednesday,Snowy,Daylight,State Highway,Dry,Guard,86,4
0,Minor,5:36,Monday,Stormy,Daylight,Urban Road,Under Construction,Signs,82,5
0,Minor,0:47,Wednesday,Foggy,Daylight,Village Road,Wet,Signs,24,1
0,Minor,0:27,Tuesday,Clear,Daylight,State Highway,Under Construction,Signals,91,1
0,Minor,3:37,Wednesday,Rainy,Dusk,Village Road,Icy,Unknown,97,3
0,Minor,22:01,Friday,Snowy,Dawn,Urban Road,Under Construction,None,80,1
1,Minor,7:20,Wednesday,Hazy,Dusk,State Highway,Under Construction,Unknown,119,1
0,Fatal,20:53,Tuesday,Clear,Dark,State Highway,Dry,Signals,90,2
1,Minor,4:13,Saturday,Stormy,Dusk,State Highway,Under Construction,Signals,26,1
1,Minor,8:46,Monday,Stormy,Daylight,Village Road,Dry,Signals,69,1
0,Minor,12:40,Thursday,Rainy,Dusk,Village Road,Dry,Signs,65,2
1,Fatal,11:40,Wednesday,Rainy,Daylight,Urban Road,Wet,Unknown,115,1
0,Minor,20:36,Sunday,Snowy,Dusk,National Highway,Icy,Unknown,91,1
1,Minor,7:29,Sunday,Hazy,Daylight,State Highway,Icy,None,95,3
0,Serious,3:59,Tuesday,Snowy,Dark,State Highway,Icy,Signals,93,1
1,Minor,15:50,Thursday,Rainy,Daylight,Urban Road,Dry,Signals,33,1
1,Minor,5:21,Thursday,Rainy,Dusk,State Highway,Icy,Guard,92,3
1,Fatal,13:09,Friday,Stormy,Dark,Village Road,Dry,Guard,113,2
1,Serious,21:13,Thursday,Rainy,Dusk,Village Road,Wet,Signs,88,1
0,Serious,12:01,Sunday,Foggy,Dark,State Highway,Icy,Unknown,84,5
0,Minor,16:18,Saturday,Clear,Dawn,State Highway,Dry,None,84,2
0,Minor,8:31,Tuesday,Rainy,Dawn,Village Road,Icy,None,76,2
0,Minor,12:35,Tuesday,Snowy,Dawn,State Highway,Icy,Signals,81,1
0,Minor,4:51,Wednesday,Hazy,Dusk,Village Road,Wet,None,39,3
0,Minor,9:03,Wednesday,Hazy,Dusk,National Highway,Under Construction,Signals,94,2
1,Minor,16:00,Wednesday,Hazy,Dark,National Highway,Icy,Unknown,45,3
0,Minor,10:16,Sunday,Foggy,Dark,State Highway,Wet,None,63,5
1,Serious,9:54,Sunday,Snowy,Dark,State Highway,Icy,Signals,86,3
0,Serious,2:00,Sunday,Foggy,Dark,State Highway,Icy,Unknown,89,4
1,Minor,13:07,Sunday,Rainy,Daylight,Village Road,Icy,Unknown,81,3
1,Minor,8:04,Sunday,Clear,Dawn,National Highway,Icy,Signals,64,2
0,Minor,15:26,Sunday,Hazy,Daylight,National Highway,Under Construction,Signals,30,3
0,Minor,22:53,Saturday,Snowy,Daylight,Urban Road,Under Construction,Signs,91,3
1,Minor,9:01,Sunday,Hazy,Daylight,Urban Road,Icy,Unknown,112,4
0,Minor,16:05,Thursday,Foggy,Daylight,State Highway,Icy,Signals,93,4
0,Minor,9:56,Thursday,Stormy,Dawn,Village Road,Wet,Unknown,53,1
0,Minor,11:48,Friday,Rainy,Daylight,State Highway,Wet,None,107,2
0,Minor,8:50,Saturday,Clear,Dark,National Highway,Dry,Guard,65,1
0,Minor,17:48,Wednesday,Rainy,Dusk,State Highway,Under Construction,Guard,100,4
0,Minor,19:24,Monday,Stormy,Dark,State Highway,Icy,Signals,51,3
0,Minor,11:19,Sunday,Clear,Dusk,National Highway,Under Construction,Signals,94,4
0,Serious,7:24,Friday,Stormy,Dark,National Highway,Wet,Unknown,117,5
1,Serious,8:36,Monday,Rainy,Dark,National Highway,Under Construction,Signals,107,3
0,Minor,11:23,Thursday,Foggy,Dusk,National Highway,Under Construction,Unknown,24,1
1,Minor,2:37,Friday,Rainy,Dawn,Urban Road,Icy,Signals,82,3
0,Minor,12:50,Friday,Rainy,Daylight,Village Road,Icy,Unknown,48,5
0,Minor,9:43,Tuesday,Rainy,Dark,Village Road,Wet,Signals,67,4
0,Minor,4:41,Thursday,Snowy,Dawn,National Highway,Icy,Signs,117,2
0,Minor,19:38,Thursday,Stormy,Daylight,Village Road,Wet,Unknown,35,2
0,Minor,3:47,Saturday,Stormy,Dawn,Village Road,Wet,Signs,44,2
0,Minor,8:01,Friday,Hazy,Dawn,Village Road,Dry,Signs,91,4
0,Minor,13:24,Sunday,Stormy,Daylight,Village Road,Dry,Signs,48,2
0,Minor,7:29,Thursday,Hazy,Dark,National Highway,Dry,Signs,71,5
0,Minor,14:00,Friday,Snowy,Dawn,State Highway,Under Construction,None,65,4
0,Minor,4:08,Saturday,Foggy,Dark,State Highway,Dry,Guard,44,2
0,Minor,16:56,Sunday,Hazy,Dark,State Highway,Icy,None,42,1
1,Minor,0:36,Saturday,Rainy,Dark,Urban Road,Icy,Signals,53,4
0,Minor,18:48,Tuesday,Foggy,Daylight,Village Road,Dry,Signals,86,4
0,Minor,11:22,Sunday,Snowy,Dusk,National Highway,Under Construction,Guard,113,3
1,Serious,9:50,Friday,Stormy,Dark,National Highway,Wet,Guard,53,2
0,Minor,0:36,Thursday,Hazy,Dusk,Urban Road,Under Construction,Guard,51,1
0,Minor,3:22,Thursday,Rainy,Dusk,National Highway,Under Construction,Signs,48,5
1,Minor,10:28,Friday,Clear,Dawn,State Highway,Wet,None,28,4
0,Serious,23:26,Friday,Clear,Dark,Urban Road,Wet,Signals,85,5
0,Minor,9:01,Friday,Foggy,Dark,National Highway,Wet,None,76,5
0,Minor,7:34,Wednesday,Stormy,Dark,Urban Road,Icy,None,58,5
0,Minor,20:16,Sunday,Clear,Dusk,Urban Road,Wet,None,26,3
0,Minor,19:58,Thursday,Foggy,Daylight,National Highway,Wet,Guard,88,5
0,Minor,20:06,Sunday,Snowy,Dusk,State Highway,Under Construction,Guard,27,2
0,Serious,16:26,Saturday,Foggy,Dark,National Highway,Under Construction,Signals,115,2
0,Minor,5:56,Thursday,Foggy,Dark,Village Road,Dry,Signals,37,1
1,Serious,3:14,Wednesday,Foggy,Dark,Village Road,Under Construction,Signals,101,1
1,Minor,15:34,Friday,Rainy,Dusk,National Highway,Wet,None,68,5
0,Minor,8:11,Tuesday,Foggy,Dark,State Highway,Icy,Guard,35,5
0,Minor,19:58,Friday,Hazy,Dawn,Village Road,Under Construction,Signs,40,3
0,Minor,13:37,Friday,Foggy,Dark,Village Road,Under Construction,None,29,5
0,Minor,10:42,Wednesday,Rainy,Daylight,National Highway,Wet,Unknown,23,5
0,Minor,19:45,Sunday,Rainy,Dawn,National Highway,Under Construction,None,63,5
0,Minor,14:44,Thursday,Snowy,Dark,National Highway,Under Construction,Guard,27,4
1,Minor,13:30,Friday,Stormy,Dawn,Urban Road,Wet,Unknown,74,4
0,Minor,12:06,Thursday,Clear,Dark,Urban Road,Under Construction,None,38,3
0,Minor,14:15,Monday,Clear,Daylight,Urban Road,Icy,Guard,83,3
0,Minor,4:53,Saturday,Foggy,Dark,National Highway,Dry,Guard,59,2
0,Minor,17:12,Sunday,Snowy,Dawn,State Highway,Under Construction,Signs,70,3
1,Minor,18:56,Thursday,Foggy,Daylight,Village Road,Icy,None,28,2
1,Minor,3:38,Tuesday,Clear,Dusk,Urban Road,Under Construction,Guard,49,5
1,Minor,19:46,Saturday,Rainy,Daylight,State Highway,Dry,Signals,75,3
0,Minor,22:13,Tuesday,Stormy,Daylight,National Highway,Wet,Guard,100,3
0,Minor,4:52,Friday,Snowy,Daylight,Urban Road,Dry,Signs,63,3
0,Minor,10:10,Saturday,Rainy,Dawn,National Highway,Under Construction,Guard,78,2
0,Minor,16:15,Thursday,Stormy,Daylight,State Highway,Dry,None,34,2
0,Serious,4:14,Saturday,Snowy,Dark,Urban Road,Dry,None,87,1
1,Fatal,6:26,Friday,Snowy,Daylight,Urban Road,Wet,Unknown,89,2
0,Minor,2:57,Wednesday,Clear,Daylight,Urban Road,Under Construction,None,80,2
0,Serious,12:29,Sunday,Rainy,Dark,Urban Road,Dry,Unknown,99,4
0,Serious,8:52,Tuesday,Snowy,Dark,State Highway,Dry,Signals,109,3
0,Minor,4:23,Friday,Hazy,Dusk,Urban Road,Wet,Signs,42,2
0,Minor,0:11,Wednesday,Snowy,Daylight,Village Road,Icy,Signals,96,3
1,Minor,5:16,Saturday,Stormy,Dawn,Village Road,Under Construction,Unknown,66,3
1,Minor,15:06,Saturday,Clear,Daylight,National Highway,Icy,Guard,36,4
1,Minor,20:51,Friday,Foggy,Daylight,Urban Road,Icy,Guard,76,3
0,Minor,5:52,Thursday,Clear,Dark,Village Road,Wet,Signals,73,2
0,Minor,20:13,Saturday,Foggy,Dusk,Village Road,Wet,Guard,110,3
0,Minor,7:44,Thursday,Rainy,Daylight,Village Road,Under Construction,Unknown,71,1
0,Minor,12:03,Thursday,Rainy,Dawn,State Highway,Icy,Signs,41,1
1,Minor,21:21,Sunday,Snowy,Daylight,Urban Road,Dry,None,102,4
0,Minor,0:06,Thursday,Hazy,Dawn,State Highway,Icy,Unknown,58,2
0,Serious,20:12,Monday,Rainy,Dark,State Highway,Wet,Unknown,118,4
0,Minor,0:20,Sunday,Snowy,Dusk,Village Road,Dry,None,32,1
0,Minor,14:55,Wednesday,Clear,Daylight,Village Road,Dry,None,97,2
1,Serious,0:55,Wednesday,Rainy,Dusk,National Highway,Wet,Signs,114,3
0,Minor,8:15,Saturday,Clear,Daylight,Urban Road,Dry,Signs,85,2
0,Minor,16:44,Saturday,Clear,Dawn,Urban Road,Icy,Signs,71,5
0,Minor,0:01,Thursday,Hazy,Dusk,Village Road,Wet,Guard,33,2
0,Minor,3:38,Sunday,Rainy,Daylight,Village Road,Under Construction,Unknown,92,3
1,Serious,16:00,Sunday,Clear,Dark,Urban Road,Wet,None,93,5
1,Minor,3:39,Monday,Hazy,Dawn,National Highway,Under Construction,Unknown,82,4
1,Minor,5:40,Thursday,Hazy,Dusk,Village Road,Under Construction,Unknown,90,2
1,Minor,12:56,Monday,Rainy,Daylight,National Highway,Wet,Signs,47,4
0,Minor,15:32,Thursday,Hazy,Dusk,State Highway,Wet,Signs,108,2
0,Minor,5:05,Tuesday,Rainy,Daylight,Village Road,Under Construction,Unknown,65,1
0,Minor,11:12,Tuesday,Rainy,Dawn,State Highway,Under Construction,Signs,47,1
0,Minor,10:10,Friday,Foggy,Dark,Village Road,Dry,Guard,21,3
1,Minor,2:54,Thursday,Clear,Dawn,State Highway,Wet,None,36,1
0,Minor,13:14,Sunday,Stormy,Dusk,Village Road,Wet,Unknown,78,5
1,Minor,13:21,Saturday,Rainy,Dusk,National Highway,Dry,None,71,5
0,Minor,11:13,Wednesday,Clear,Daylight,National Highway,Wet,Guard,23,2
0,Minor,0:05,Friday,Hazy,Dawn,National Highway,Dry,Signs,96,4
0,Minor,3:14,Saturday,Snowy,Daylight,State Highway,Dry,Signals,101,5
1,Minor,14:52,Tuesday,Rainy,Dawn,National Highway,Wet,Guard,22,2
0,Minor,9:24,Thursday,Hazy,Dusk,State Highway,Icy,Signals,56,4
0,Minor,15:31,Friday,Hazy,Daylight,Village Road,Under Construction,None,116,1
0,Minor,10:05,Thursday,Hazy,Daylight,State Highway,Wet,Unknown,43,2
0,Minor,19:33,Tuesday,Hazy,Dawn,Village Road,Icy,Signs,91,4
0,Minor,14:09,Friday,Hazy,Dark,Urban Road,Dry,Guard,54,3
1,Minor,9:01,Tuesday,Rainy,Dawn,Urban Road,Icy,Signs,21,3
0,Minor,8:49,Monday,Stormy,Dark,Urban Road,Wet,Signals,52,5
0,Minor,4:57,Tuesday,Foggy,Dawn,State Highway,Wet,Signals,95,4
0,Minor,11:48,Sunday,Hazy,Dusk,Urban Road,Icy,Unknown,105,3
0,Minor,15:25,Sunday,Hazy,Daylight,Urban Road,Wet,Signals,96,5
1,Minor,14:39,Thursday,Foggy,Dawn,Urban Road,Under Construction,Unknown,29,2
0,Minor,4:08,Wednesday,Rainy,Dusk,Village Road,Icy,Guard,100,2
0,Minor,14:53,Tuesday,Clear,Dawn,National Highway,Dry,Unknown,81,4
0,Minor,13:13,Saturday,Snowy,Daylight,State Highway,Icy,Signals,62,4
1,Minor,12:34,Sunday,Snowy,Dawn,Urban Road,Icy,None,88,4
1,Minor,17:46,Wednesday,Clear,Dark,Village Road,Icy,Unknown,78,4
0,Minor,1:55,Monday,Rainy,Daylight,National Highway,Icy,Signs,28,3
0,Serious,17:33,Friday,Snowy,Dark,National Highway,Dry,None,96,3
0,Minor,12:43,Friday,Foggy,Dusk,National Highway,Dry,Unknown,79,5
1,Minor,22:10,Sunday,Clear,Dusk,Village Road,Dry,Signs,82,3
0,Minor,18:48,Wednesday,Stormy,Dawn,Urban Road,Icy,None,71,2
0,Minor,20:46,Sunday,Rainy,Dark,National Highway,Under Construction,Unknown,42,5
0,Minor,1:24,Friday,Clear,Dark,Village Road,Under Construction,Guard,49,3
0,Minor,15:17,Tuesday,Snowy,Daylight,Village Road,Dry,Signs,62,4
0,Serious,14:16,Wednesday,Rainy,Dark,State Highway,Under Construction,Guard,87,3
1,Minor,5:33,Thursday,Foggy,Dark,Village Road,Under Construction,Signals,40,1
0,Minor,0:15,Tuesday,Rainy,Daylight,National Highway,Under Construction,Unknown,62,5
0,Minor,15:25,Tuesday,Rainy,Daylight,National Highway,Under Construction,Unknown,92,3
0,Minor,0:09,Tuesday,Foggy,Dark,Village Road,Under Construction,Signs,26,3
1,Minor,5:06,Thursday,Hazy,Dawn,National Highway,Wet,Unknown,35,2
